Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 09:15:00;38
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 09:30:00;39
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 09:45:00;40
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 10:00:00;41
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 10:15:00;42
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 10:30:00;43
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 10:45:00;44
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 11:00:00;45
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 11:15:00;46
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 11:30:00;47
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 11:45:00;48
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 12:00:00;49
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 12:15:00;50
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 12:30:00;51
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 12:45:00;52
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 13:00:00;53
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 13:15:00;54
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 13:30:00;55
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 13:45:00;56
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 14:00:00;57
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 14:15:00;58
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 14:30:00;59
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 14:45:00;60
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 15:00:00;61
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 15:15:00;62
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 15:30:00;63
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 15:45:00;64
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 16:00:00;65
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 16:15:00;66
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 16:30:00;67
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 16:45:00;68
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 17:00:00;69
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 17:15:00;70
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 17:30:00;71
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 17:45:00;72
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 18:00:00;73
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 18:15:00;74
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 18:30:00;75
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 18:45:00;76
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 19:00:00;77
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 19:15:00;78
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 19:30:00;79
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 19:45:00;80
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 20:00:00;81
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 20:15:00;82
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 20:30:00;83
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 20:45:00;84
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 21:00:00;85
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 21:15:00;86
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 21:30:00;87
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 21:45:00;88
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 22:00:00;89
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 22:15:00;90
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 22:30:00;91
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 22:45:00;92
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 23:00:00;93
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 23:15:00;94
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 23:30:00;95
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 23:45:00;96
